eventCode,teamNumber,name,year
ONTO2,772,Industrial Safety Award sponsored by Underwriters Laboratories,2014
ONWI,772,Regional Chairmans Award,2014
ONWI,772,Outstanding Volunteer of the Year Award,2014
ONWI,772,FIRST Deans List Finalist Award,2014
ONTO,781,FIRST Deans List Finalist Award,2014
ONTO,781,Regional Chairmans Award,2014
ONWI,781,Judges Award,2014
ONWA,781,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
ONWA,781,Industrial Safety Award sponsored by Underwriters Laboratories,2014
FLFO,801,Creativity Award sponsored by Xerox,2014
NYLI,810,Creativity Award sponsored by Xerox,2014
NYNY,810,Team Spirit Award sponsored by Chrysler,2014
NECMP,811,FIRST Deans List Finalist Award,2014
NECMP,811,Regional Chairmans Award,2014
MAWOR,811,Finalist,2014
NHNAS,811,District Chairmans Award,2014
MILIV,815,Winner,2014
MICEN,815,Finalist,2014
INWL,829,Industrial Design Award sponsored by General Motors,2014
MICMP,830,FIRST Deans List Finalist Award,2014
MILIV,830,Quality Award sponsored by Motorola,2014
MIGUL,830,Judges Award,2014
GALILEO,836,Engineering Excellence Award sponsored by Delphi,2014
NCRE,836,Quality Award sponsored by Motorola,2014
NCRE,836,Regional Finalist,2014
PAPI,836,Regional Winner,2014
PAPI,836,Engineering Inspiration Award,2014
CTHAR,839,Industrial Safety Award sponsored by Underwriters Laboratories,2014
CTHAR,839,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
AZCH,842,Regional Winner,2014
AZCH,842,FIRST Deans List Finalist Award,2014
AZCH,842,Innovation in Control Award sponsored by Rockwell Automation,2014
CASJ,846,FIRST Deans List Finalist Award,2014
CASJ,846,Quality Award sponsored by Motorola,2014
OHCL,846,Regional Winner,2014
OHCL,846,Creativity Award sponsored by Xerox,2014
OROSU,847,Team Spirit Award sponsored by Chrysler,2014
MIESC,857,Judges Award,2014
MITVC,857,Finalist,2014
MITVC,857,Engineering Inspiration Award,2014
MIGUL,858,Innovation in Control Award sponsored by Rockwell Automation,2014
MIESC,862,Team Spirit Award sponsored by Chrysler,2014
MIESC,862,Finalist,2014
MISOU,862,Finalist,2014
MISOU,862,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
MIBED,862,Winner,2014
ONTO2,865,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
ONWA,865,Regional Winner,2014
OHCI,868,Regional Finalist,2014
OHCI,868,Industrial Design Award sponsored by General Motors,2014
INTH,868,Innovation in Control Award sponsored by Rockwell Automation,2014
INWL,868,FIRST Deans List Finalist Award,2014
INWL,868,Engineering Excellence Award sponsored by Delphi,2014
NEWTON,868,Engineering Excellence Award sponsored by Delphi,2014
NJCLI,869,Industrial Design Award sponsored by General Motors,2014
NJCLI,869,Winner,2014
NJBRI,869,Industrial Design Award sponsored by General Motors,2014
MNDU2,876,Judges Award,2014
NYLI,884,Regional Winner,2014
DCWA,888,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
ARCHIMEDES,900,Creativity Award sponsored by Xerox,2014
NCRE,900,Engineering Excellence Award sponsored by Delphi,2014
NCRE,900,Regional Winner,2014
MISJO,904,Finalist,2014
MITRY,910,Winner,2014
MITRY,910,Industrial Design Award sponsored by General Motors,2014
MIHOW,910,Imagery Award in honor of Jack Kamen,2014
OHCL,910,Imagery Award in honor of Jack Kamen,2014
OHCL,910,Regional Winner,2014
MICEN,910,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
TNKN,931,Regional Finalist,2014
MOKC,932,Industrial Safety Award sponsored by Underwriters Laboratories,2014
MOKC,932,Engineering Inspiration Award,2014
CMP,932,Woodie Flowers Award,2014
OKOK,932,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
OKOK,932,Industrial Safety Award sponsored by Underwriters Laboratories,2014
MOKC,935,Regional Finalist,2014
OKOK,935,Innovation in Control Award sponsored by Rockwell Automation,2014
WASHO,948,Engineering Excellence Award sponsored by Delphi,2014
WAAHS,948,District Chairmans Award,2014
WAMOU,948,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
WAMOU,948,Finalist,2014
ORORE,955,Finalist,2014
ORORE,955,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
OROSU,955,Industrial Design Award sponsored by General Motors,2014
ORWIL,956,Finalist,2014
MNMI2,967,Engineering Excellence Award sponsored by Delphi,2014
ILIL,967,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
CASJ,971,Creativity Award sponsored by Xerox,2014
CASJ,971,Regional Winner,2014
CASA,971,Regional Winner,2014
CASA,971,Judges Award,2014
NEWTON,971,Championship Finalist,2014
GALILEO,973,Championship Winner,2014
GALILEO,973,Judges Award,2014
CALB,973,Regional Finalist,2014
CAMA,973,Regional Winner,2014
CAMA,973,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
CALB,974,Team Spirit Award sponsored by Chrysler,2014
CALB,980,Regional Finalist,2014
NVLV,987,Regional Winner,2014
NVLV,987,Woodie Flowers Finalist Award,2014
NVLV,987,Judges Award,2014
CASD,987,Engineering Inspiration Award,2014
CASD,987,Regional Finalist,2014
AZCH,996,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
ORORE,997,Creativity Award sponsored by Xerox,2014
OROSU,997,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
OROSU,997,Finalist,2014
PNCMP,997,FIRST Deans List Finalist Award,2014
CTSOU,999,Winner,2014
CODE,1011,Engineering Inspiration Award,2014
CODE,1011,Imagery Award in honor of Jack Kamen,2014
INTH,1014,Engineering Inspiration Award,2014
INTH,1018,FIRST Deans List Finalist Award,2014
INWL,1018,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
GALILEO,1023,Team Spirit Award sponsored by Chrysler,2014
MIESC,1023,District Chairmans Award,2014
MIESC,1023,Winner,2014
MIBED,1023,Quality Award sponsored by Motorola,2014
MIBED,1023,Winner,2014
MICEN,1023,Engineering Inspiration Award,2014
SCMB,1024,Quality Award sponsored by Motorola,2014
INTH,1024,Quality Award sponsored by Motorola,2014
INTH,1024,Regional Finalist,2014
MIGUL,1025,Team Spirit Award sponsored by Chrysler,2014
NHDUR,1058,Engineering Excellence Award sponsored by Delphi,2014
MABOS,1058,District Chairmans Award,2014
FLFO,1065,Quality Award sponsored by Motorola,2014
CTSOU,1071,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
CAMA,1072,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
NHDUR,1073,Industrial Design Award sponsored by General Motors,2014
MABOS,1073,Judges Award,2014
VARI,1086,Judges Award,2014
OHCI,1086,Team Spirit Award sponsored by Chrysler,2014
OHCI,1086,Regional Chairmans Award,2014
MRCMP,1089,Creativity Award sponsored by Xerox,2014
MRCMP,1089,Regional Finalist,2014
NJBRI,1089,Finalist,2014
NJBRI,1089,Engineering Excellence Award sponsored by Delphi,2014
CTGRO,1099,Engineering Excellence Award sponsored by Delphi,2014
NECMP,1100,FIRST Deans List Finalist Award,2014
NECMP,1100,Creativity Award sponsored by Xerox,2014
MAWOR,1100,Judges Award,2014
RISMI,1100,District Chairmans Award,2014
INTH,1108,FIRST Deans List Finalist Award,2014
INTH,1108,Regional Winner,2014
INTH,1108,Regional Chairmans Award,2014
INTH,1108,Woodie Flowers Finalist Award,2014
NCRE,1111,Regional Finalist,2014
NCRE,1111,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
MDBA,1111,Imagery Award in honor of Jack Kamen,2014
CMP,1114,Championship Finalist,2014
ONTO,1114,Quality Award sponsored by Motorola,2014
ONWI,1114,Regional Winner,2014
ONWI,1114,Woodie Flowers Finalist Award,2014
ONWI,1114,Industrial Design Award sponsored by General Motors,2014
ONWI,1114,FIRST Deans List Finalist Award,2014
ONWA,1114,Industrial Design Award sponsored by General Motors,2014
NEWTON,1114,Championship Winner,2014
NEWTON,1114,Quality Award sponsored by Motorola,2014
CTHAR,1124,Finalist,2014
CTGRO,1124,Judges Award,2014
NYTR,1126,Creativity Award sponsored by Xerox,2014
NYTR,1126,Regional Winner,2014
VARI,1137,FIRST Deans List Finalist Award,2014
CODE,1138,Regional Winner,2014
CODE,1138,Industrial Design Award sponsored by General Motors,2014
NECMP,1153,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
GALILEO,1153,Championship Finalist,2014
MABOS,1153,Engineering Excellence Award sponsored by Delphi,2014
MAWOR,1153,Industrial Design Award sponsored by General Motors,2014
NYLI,1156,Regional Winner,2014
NYLI,1156,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
NYNY,1156,Regional Finalist,2014
NYNY,1156,Innovation in Control Award sponsored by Rockwell Automation,2014
CALB,1160,Industrial Safety Award sponsored by Underwriters Laboratories,2014
CALB,1160,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
TXLU,1164,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
MIHOW,1189,Team Spirit Award sponsored by Chrysler,2014
MICEN,1189,Team Spirit Award sponsored by Chrysler,2014
MICEN,1189,Industrial Design Award sponsored by General Motors,2014
CALB,1197,Creativity Award sponsored by Xerox,2014
MOSL,1208,Industrial Design Award sponsored by General Motors,2014
GALILEO,1218,Championship Finalist,2014
MRCMP,1218,Regional Chairmans Award,2014
PAPHI,1218,Finalist,2014
PAPHI,1218,Imagery Award in honor of Jack Kamen,2014
PAHAT,1218,District Chairmans Award,2014
PAPI,1218,Industrial Design Award sponsored by General Motors,2014
NJCLI,1228,Innovation in Control Award sponsored by Rockwell Automation,2014
NJFLA,1228,Engineering Excellence Award sponsored by Delphi,2014
ONTO,1241,Woodie Flowers Finalist Award,2014
ONTO,1241,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
ONTO,1241,Regional Finalist,2014
ONTO2,1241,Regional Chairmans Award,2014
ONTO2,1241,Outstanding Volunteer of the Year Award,2014
ONTO2,1241,Outstanding Volunteer of the Year Award,2014
ONTO2,1241,FIRST Deans List Finalist Award,2014
ONTO2,1241,FIRST Deans List Finalist Award,2014
ONTO2,1241,Creativity Award sponsored by Xerox,2014
ONWI,1241,Regional Finalist,2014
ONWI,1241,Engineering Inspiration Award,2014
ONWA,1241,Regional Finalist,2014
MIMID,1243,Finalist,2014
MIMID,1243,Innovation in Control Award sponsored by Rockwell Automation,2014
MISOU,1250,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
MISOU,1250,Finalist,2014
MILIV,1250,Team Spirit Award sponsored by Chrysler,2014
FLOR,1251,Regional Finalist,2014
FLFO,1251,Industrial Design Award sponsored by General Motors,2014
NJCLI,1257,Winner,2014
WAMOU,1258,Innovation in Control Award sponsored by Rockwell Automation,2014
WAMOU,1258,Finalist,2014
WIMI,1259,Regional Finalist,2014
SCMB,1261,Regional Winner,2014
GADU,1261,Industrial Design Award sponsored by General Motors,2014
NVLV,1266,Engineering Inspiration Award,2014
CASD,1266,Team Spirit Award sponsored by Chrysler,2014
CASD,1266,Regional Winner,2014
CASA,1280,Imagery Award in honor of Jack Kamen,2014
ONTO,1285,Regional Winner,2014
ONTO,1285,Industrial Design Award sponsored by General Motors,2014
ONWI,1285,Regional Finalist,2014
NCRE,1287,Regional Winner,2014
NCRE,1287,Hard Hat Award,2014
PNCMP,1294,Regional Finalist,2014
OKOK,1296,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
TXDA,1296,Imagery Award in honor of Jack Kamen,2014
NJCLI,1302,Finalist,2014
ONNB,1305,FIRST Deans List Finalist Award,2014
ONNB,1305,Industrial Safety Award sponsored by Underwriters Laboratories,2014
ONNB,1305,Regional Chairmans Award,2014
ONNB,1305,Outstanding Volunteer of the Year Award,2014
ONNB,1305,Outstanding Volunteer of the Year Award,2014
ONWI,1305,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
ONWA,1305,Engineering Inspiration Award,2014
NEWTON,1305,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
ONTO2,1310,Regional Winner,2014
ONTO2,1310,Engineering Inspiration Award,2014
SCMB,1311,FIRST Deans List Finalist Award,2014
SCMB,1311,Regional Chairmans Award,2014
CMP,1311,FIRST Deans List Award,2014
LAKE,1311,Creativity Award sponsored by Xerox,2014
OHCL,1317,Engineering Excellence Award sponsored by Delphi,2014
GALILEO,1318,Championship Finalist,2014
WASHO,1318,District Chairmans Award,2014
WAAHS,1318,Innovation in Control Award sponsored by Rockwell Automation,2014
WAAHS,1318,Winner,2014
PNCMP,1318,Regional Winner,2014
WASNO,1318,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
SCMB,1319,Industrial Safety Award sponsored by Underwriters Laboratories,2014
SCMB,1319,Judges Award,2014
GADU,1319,Quality Award sponsored by Motorola,2014
GADU,1319,Industrial Safety Award sponsored by Underwriters Laboratories,2014
LAKE,1319,Innovation in Control Award sponsored by Rockwell Automation,2014
CURIE,1323,Industrial Design Award sponsored by General Motors,2014
CASJ,1323,Imagery Award in honor of Jack Kamen,2014
CAMA,1323,FIRST Deans List Finalist Award,2014
CAMA,1323,Regional Finalist,2014
ONWI,1325,Creativity Award sponsored by Xerox,2014
ONNB,1334,Woodie Flowers Finalist Award,2014
ONNB,1334,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
ABCA,1334,Regional Finalist,2014
ABCA,1334,Imagery Award in honor of Jack Kamen,2014
ABCA,1334,FIRST Deans List Finalist Award,2014
ABCA,1334,Engineering Excellence Award sponsored by Delphi,2014
ONWA,1334,Regional Chairmans Award,2014
UTWV,1339,Engineering Excellence Award sponsored by Delphi,2014
OROSU,1359,Imagery Award in honor of Jack Kamen,2014
WAELL,1359,Imagery Award in honor of Jack Kamen,2014
HIHO,1378,Judges Award,2014
NJFLA,1403,Quality Award sponsored by Motorola,2014
NJFLA,1403,Finalist,2014
NJBRI,1403,Quality Award sponsored by Motorola,2014
CODE,1410,Regional Finalist,2014
DCWA,1418,Regional Finalist,2014
DCWA,1418,Woodie Flowers Finalist Award,2014
VARI,1418,Industrial Design Award sponsored by General Motors,2014
VARI,1418,Regional Finalist,2014
LAKE,1421,Team Spirit Award sponsored by Chrysler,2014
ORORE,1425,Finalist,2014
ORORE,1425,Innovation in Control Award sponsored by Rockwell Automation,2014
OROSU,1425,Winner,2014
OROSU,1425,Engineering Excellence Award sponsored by Delphi,2014
ORWIL,1425,Engineering Excellence Award sponsored by Delphi,2014
ORWIL,1425,Winner,2014
MOSL,1444,FIRST Deans List Finalist Award,2014
NYLI,1468,Woodie Flowers Finalist Award,2014
NYLI,1468,Regional Finalist,2014
ARCHIMEDES,1477,Championship Winner,2014
TXHO,1477,Industrial Design Award sponsored by General Motors,2014
TXHO,1477,Regional Finalist,2014
TXDA,1477,Regional Chairmans Award,2014
NYTR,1493,Woodie Flowers Finalist Award,2014
PAPHI,1495,Winner,2014
MOSL,1501,Quality Award sponsored by Motorola,2014
MOSL,1501,Regional Winner,2014
PAPI,1501,Regional Finalist,2014
PAPI,1501,Quality Award sponsored by Motorola,2014
MISJO,1502,Winner,2014
MIWMI,1506,District Chairmans Award,2014
MIKET,1506,Imagery Award in honor of Jack Kamen,2014
NYRO,1507,Regional Winner,2014
OHCL,1507,Industrial Design Award sponsored by General Motors,2014
OHCL,1507,FIRST Deans List Finalist Award,2014
NYTR,1511,Engineering Inspiration Award,2014
NYRO,1511,Regional Chairmans Award,2014
NVLV,1515,Regional Chairmans Award,2014
ARCHIMEDES,1519,Team Spirit Award sponsored by Chrysler,2014
NECMP,1519,Engineering Excellence Award sponsored by Delphi,2014
NECMP,1519,FIRST Deans List Finalist Award,2014
RISMI,1519,Engineering Inspiration Award,2014
RISMI,1519,Finalist,2014
NHNAS,1519,Finalist,2014
NHNAS,1519,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
INWL,1529,FIRST Deans List Finalist Award,2014
INWL,1529,Woodie Flowers Finalist Award,2014
VARI,1533,Team Spirit Award sponsored by Chrysler,2014
NCRE,1533,FIRST Deans List Finalist Award,2014
CMP,1538,Media & Technology Innovation Award sponsored by Comcast NBCUniversal,2014
NVLV,1538,Quality Award sponsored by Motorola,2014
CASD,1538,Innovation in Control Award sponsored by Rockwell Automation,2014
ARCHIMEDES,1540,Innovation in Control Award sponsored by Rockwell Automation,2014
ORORE,1540,Quality Award sponsored by Motorola,2014
OROSU,1540,District Chairmans Award,2014
PNCMP,1540,Regional Chairmans Award,2014
ORWIL,1540,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014
VARI,1541,Industrial Safety Award sponsored by Underwriters Laboratories,2014
ONTO,1547,Imagery Award in honor of Jack Kamen,2014
MDBA,1547,Team Spirit Award sponsored by Chrysler,2014
NYRO,1551,Gracious Professionalism™ Award sponsored by Johnson & Johnson,2014
ONWI,1559,Innovation in Control Award sponsored by Rockwell Automation,2014
ISTA,1574,Regional Winner,2014
ISTA,1577,Quality Award sponsored by Motorola,2014
ISTA,1577,Regional Finalist,2014
CODE,1583,Judges Award,2014
FLOR,1592,FIRST Deans List Finalist Award,2014
FLOR,1592,Regional Winner,2014
WAELL,1595,Finalist,2014
WAELL,1595,Industrial Design Award sponsored by General Motors,2014
